Id,SalePrice
1590,133058.6865
1591,107381.486
1592,119609.0574
1593,120699.8313
1594,134932.0213
1595,134252.4519
1596,221837.265
1597,168881.0848
1598,187105.0776
1599,192758.9752
1600,188361.6296
1601,82005.16695
1602,112975.4523
1603,98842.5429
1604,281494.3503
1605,246596.6052
1606,164261.7948
1607,169270.0504
1608,219468.2373
1609,192866.3415
1610,166291.8399
1611,148430.4057
1612,184882.6805
1613,172744.5227
1614,123495.0398
1615,94432.15357
1616,89008.54643
1617,89695.93072
1618,126062.8498
1619,142730.3344
1620,183648.0341
1621,145281.4098
1622,143516.5095
1623,280825.9118
1624,220916.2705
1625,126635.2209
1626,169591.9481
1627,184826.1754
1628,272160.2975
1629,177058.7486
1630,323677.1986
1631,201587.8748
1632,247030.6712
1633,176165.6988
1634,185493.5532
1635,183772.9937
1636,168210.718
1637,185790.1507
1638,202350.1786
1639,177458.5526
1640,239066.095
1641,177451.4421
1642,228598.5516
1643,220479.1564
1644,226316.9824
1645,183510.2612
1646,158135.7549
1647,162698.3882
1648,141825.7471
1649,140417.9924
1650,125764.0722
1651,127511.5836
1652,96416.70625
1653,98024.0603
1654,153817.2873
1655,147540.3542
1656,147577.6999
1657,152714.7573
1658,157087.4698
1659,132320.06
1660,158636.1984
1661,426068.7873
1662,343340.1205
1663,370174.4036
1664,435315.9274
1665,312529.5139
1666,326857.256
1667,353079.2531
1668,330074.6293
1669,297820.6443
1670,338424.0265
1671,265812.5673
1672,437593.606
1673,299585.3204
1674,250103.4761
1675,195488.3257
1676,198788.5409
1677,213188.449
1678,444200.7379
1679,371224.4041
1680,326645.8056
1681,277135.1072
1682,316528.2545
1683,191627.7387
1684,175770.6484
1685,177949.1117
1686,172682.2612
1687,173511.5299
1688,191860.4037
1689,191364.5353
1690,186571.3884
1691,180124.538
1692,258717.771
1693,175773.0723
1694,183014.3207
1695,170197.8302
1696,281439.0069
1697,170424.2098
1698,332615.8251
1699,325849.7776
1700,245736.4967
1701,261662.3128
1702,251349.115
1703,250989.2461
1704,281817.3142
1705,229415.7693
1706,419711.1021
1707,223682.3058
1708,209843.4435
1709,259270.8577
1710,222560.0202
1711,271809.6616
1712,251427.1605
1713,275153.5542
1714,219092.5677
1715,201854.105
1716,181587.2541
1717,170458.2794
1718,138246.0463
1719,208902.7284
1720,253288.9754
1721,168019.9876
1722,131901.8401
1723,160691.3599
1724,218834.6953
1725,229245.1792
1726,198251.332
1727,176533.6652
1728,183542.0328
1729,170712.4192
1730,156873.2753
1731,124029.4456
1732,134111.676
1733,124294.9943
1734,130021.2494
1735,136781.6748
1736,118401.2541
1737,309933.941
1738,215115.8128
1739,270829.8108
1740,229878.1091
1741,190774.0803
1742,172798.5723
1743,177290.7234
1744,286872.0584
1745,213662.1547
1746,219905.6852
1747,209810.381
1748,212420.558
1749,163755.2909
1750,141672.236
1751,219210.8405
1752,120940.421
1753,149577.9843
1754,198058.8983
1755,165977.9609
1756,125869.7818
1757,122367.5333
1758,153413.4288
1759,162495.7155
1760,162869.1504
1761,150224.9616
1762,184825.9795
1763,178096.2501
1764,123344.2935
1765,177029.4963
1766,171299.8698
1767,201296.649
1768,144873.4741
1769,165097.1821
1770,146973.9581
1771,136389.7691
1772,140482.8969
1773,138748.0057
1774,145456.5117
1775,133108.5612
1776,124147.2795
1777,120894.2135
1778,136135.2135
1779,127652.5612
1780,166066.5556
1781,135838.4447
1782,103974.624
1783,141215.7894
1784,110208.4593
1785,118987.3035
1786,161670.329
1787,168269.4391
1788,77816.79504
1789,102470.8165
1790,98666.19895
1791,194254.634
1792,153443.1571
1793,145356.1127
1794,139769.2396
1795,137852.5115
1796,140179.1803
1797,119899.8621
1798,128386.5183
1799,118670.8979
1800,133838.6548
1801,129362.8354
1802,137488.2109
1803,152921.5703
1804,146793.6651
1805,137562.4101
1806,118988.2015
1807,139296.0712
1808,131036.9575
1809,123896.7942
1810,143779.2892
1811,112481.8603
1812,107683.2714
1813,122455.5696
1814,99628.92995
1815,69741.4893
1816,110252.8567
1817,137876.3569
1818,154302.218
1819,122749.0394
1820,92305.13861
1821,117478.2265
1822,150358.8502
1823,72505.23857
1824,135867.7134
1825,136335.7929
1826,114435.5677
1827,107938.5555
1828,131883.3313
1829,112974.2571
1830,137762.5496
1831,154201.9149
1832,123699.8458
1833,139834.9709
1834,135288.2137
1835,141475.1809
1836,127716.7233
1837,110202.5425
1838,128666.4281
1839,97587.49286
1840,165293.8603
1841,144318.5796
1842,93618.38496
1843,144228.4571
1844,143540.8895
1845,150118.2843
1846,153772.0599
1847,163984.6971
1848,70497.37088
1849,128895.9524
1850,127658.7128
1851,155178.8419
1852,127857.578
1853,145690.1015
1854,167011.3575
1855,166842.9688
1856,217583.7174
1857,180595.4126
1858,141774.9866
1859,121226.4611
1860,156022.1444
1861,121090.2676
1862,289763.3895
1863,285837.9712
1864,285837.9712
1865,333760.5823
1866,327250.0272
1867,238994.5008
1868,289950.3449
1869,200741.0601
1870,230774.4821
1871,252017.037
1872,174278.8346
1873,228385.1441
1874,142543.2452
1875,198312.1506
1876,198078.6647
1877,219220.2007
1878,210324.5408
1879,132872.782
1880,136156.8417
1881,246824.49
1882,247167.4303
1883,201970.8294
1884,214559.6579
1885,243924.491
1886,295497.5857
1887,210735.1132
1888,271834.4246
1889,171431.3355
1890,135452.9184
1891,144132.9085
1892,114051.9017
1893,135343.2675
1894,130996.4038
1895,149610.9424
1896,125611.3081
1897,122366.5486
1898,118797.4732
1899,146181.1055
1900,137465.4497
1901,156313.7112
1902,144969.6184
1903,210346.5863
1904,137948.7825
1905,186991.1404
1906,149783.5532
1907,203508.4114
1908,116703.0542
1909,135588.8676
1910,126675.2453
1911,195922.5724
1912,268699.7401
1913,155986.8512
1914,72694.59829
1915,332565.5742
1916,83306.17534
1917,248215.4117
1918,135814.9237
1919,157872.2957
1920,174304.8431
1921,380655.0075
1922,317876.8594
1923,208715.9873
1924,224069.0585
1925,221483.6923
1926,374935.3405
1927,141716.5808
1928,158521.0582
1929,124606.8119
1930,139839.1794
1931,149144.2423
1932,144899.4317
1933,185377.3648
1934,181075.4276
1935,176210.8206
1936,186540.7547
1937,183993.5893
1938,183338.8188
1939,245066.6673
1940,193441.9403
1941,178863.6485
1942,193517.9045
1943,203012.6951
1944,331903.4035
1945,359013.4328
1946,163168.1697
1947,314582.4297
1948,166628.9666
1949,233207.9118
1950,177949.263
1951,257048.6735
1952,221431.6718
1953,174391.0356
1954,193668.0659
1955,130394.2866
1956,272241.5481
1957,159818.2637
1958,300659.9522
1959,146099.6778
1960,119499.5656
1961,127650.3412
1962,95816.28516
1963,101459.7377
1964,111796.3654
1965,149067.3469
1966,143353.2328
1967,293065.8929
1968,422213.0178
1969,380228.3916
1970,409958.3165
1971,385370.4652
1972,339727.5112
1973,269366.3119
1974,321909.5225
1975,455571.8188
1976,273843.8311
1977,360094.4722
1978,345805.2809
1979,325412.5537
1980,200030.0972
1981,335172.929
1982,227806.4824
1983,219831.4654
1984,169469.6283
1985,224282.9386
1986,220232.8002
1987,182325.5249
1988,180690.8405
1989,194556.3061
1990,224622.1962
1991,216780.4787
1992,213701.3334
1993,175281.1903
1994,235507.9922
1995,180921.257
1996,263228.2732
1997,306586.2048
1998,330529.994
1999,263049.9834
2000,291742.0677
2001,283706.6038
2002,251569.5407
2003,248914.4734
2004,270675.7502
2005,232009.7949
2006,218954.4968
2007,244310.4813
2008,209978.5042
2009,200382.3751
2010,190826.261
2011,142262.6872
2012,180641.6572
2013,184775.5354
2014,193790.4096
2015,201138.7341
2016,204805.3761
2017,202225.1363
2018,131081.0734
2019,135998.0971
2020,122755.1369
2021,119344.7216
2022,174433.8439
2023,155929.7703
2024,243979.3957
2025,323553.9642
2026,185337.9014
2027,155481.8973
2028,156287.6198
2029,170324.4282
2030,263287.3828
2031,220736.221
2032,248036.1168
2033,251627.7996
2034,165718.6953
2035,202666.5425
2036,185794.1627
2037,190811.0534
2038,279227.9161
2039,210380.1965
2040,291644.3848
2041,269261.7449
2042,206003.1693
2043,167809.0016
2044,174492.6943
2045,211435.1093
2046,140715.9179
2047,151834.9855
2048,135158.3658
2049,138670.5559
2050,175353.682
2051,115173.8908
2052,136439.6128
2053,146300.0572
2054,98379.8147
2055,166092.5976
2056,141391.8464
2057,127720.6484
2058,216299.6639
2059,140095.8319
2060,162470.8993
2061,165353.9659
2062,138719.0824
2063,118873.1411
2064,141641.8
2065,119410.1736
2066,170726.3238
2067,147836.2607
2068,143327.2744
2069,87229.83883
2070,109355.76
2071,109231.5347
2072,132874.0082
2073,143477.7481
2074,173260.2195
2075,145671.3792
2076,121875.4586
2077,150539.9326
2078,130974.1821
2079,135284.8172
2080,120592.7115
2081,124250.2511
2082,131251.6662
2083,142266.8605
2084,113652.3257
2085,131642.9848
2086,126469.2632
2087,123210.804
2088,105192.3402
2089,92734.37523
2090,134219.1577
2091,123952.669
2092,132189.2131
2093,126599.8722
2094,126598.1043
2095,143763.319
2096,91148.78827
2097,102270.3759
2098,140551.1459
2099,77208.61545
2100,126522.1706
2101,128775.9476
2102,134405.1167
2103,105447.3111
2104,138176.7136
2105,129659.203
2106,87329.39056
2107,201558.7055
2108,120164.2739
2109,115433.737
2110,134916.6251
2111,142963.6691
2112,142996.8466
2113,122490.8459
2114,117444.6232
2115,146082.3629
2116,113540.6791
2117,145256.509
2118,121626.3183
2119,109801.527
2120,117369.1211
2121,112083.1787
2122,111037.6925
2123,98129.89545
2124,159547.0863
2125,132100.3696
2126,150697.6165
2127,148098.5764
2128,135134.3147
2129,109021.0186
2130,140130.2581
2131,157195.7902
2132,117588.3079
2133,120881.4708
2134,124543.8808
2135,104949.3274
2136,94298.15005
2137,117673.7674
2138,139553.0701
2139,152229.916
2140,138744.5406
2141,145150.7994
2142,140773.4238
2143,145764.7531
2144,132967.5804
2145,135768.1459
2146,153600.6671
2147,162930.546
2148,131284.7195
2149,146447.4561
2150,209386.6744
2151,116144.1198
2152,178372.0092
2153,159937.8135
2154,110414.7957
2155,130498.497
2156,253645.4455
2157,233294.8729
2158,232580.5533
2159,204889.6685
2160,171846.3744
2161,243947.331
2162,376814.0031
2163,345299.2974
2164,249653.8038
2165,181350.0487
2166,146984.7597
2167,204551.1082
2168,209828.8301
2169,198767.3881
2170,219662.4859
2171,148685.7397
2172,143760.8816
2173,155820.3105
2174,234348.2294
2175,281432.4361
2176,307764.4222
2177,255455.5066
2178,214004.3358
2179,146819.3548
2180,229669.9548
2181,196046.5992
2182,230950.2354
2183,196181.7755
2184,135350.7897
2185,138319.3319
2186,144542.0926
2187,150857.5562
2188,153123.0389
2189,215754.1476
2190,89398.34434
2191,92107.45089
2192,100182.552
2193,106178.0756
2194,107364.0731
2195,118962.8679
2196,116477.8266
2197,116299.7274
2198,150761.9215
2199,171876.1125
2200,138886.6618
2201,143566.1949
2202,181124.8237
2203,160806.6025
2204,173135.6567
2205,124350.461
2206,135045.0343
2207,201205.6355
2208,217463.6181
2209,196166.1122
2210,121438.8544
2211,112949.3497
2212,114003.9431
2213,104048.8299
2214,143599.1488
2215,107208.8319
2216,147102.9494
2217,84874.7954
2218,97059.71965
2219,90894.56506
2220,98928.7721
2221,331993.5955
2222,272951.3344
2223,299307.4184
2224,221208.0901
2225,140896.9072
2226,200803.9573
2227,198771.6321
2228,282645.9983
2229,235906.0011
2230,164837.0683
2231,219569.6856
2232,188293.9201
2233,185877.7968
2234,246162.8695
2235,230146.4167
2236,275681.8243
2237,354745.0727
2238,205416.3742
2239,120007.2239
2240,160620.2595
2241,152487.5987
2242,135264.9653
2243,126373.1155
2244,99974.51115
2245,97756.08462
2246,147039.0713
2247,108969.5984
2248,126998.529
2249,127134.2376
2250,131815.1007
2251,135273.9492
2252,172958.8179
2253,165045.9746
2254,179280.6175
2255,190138.4309
2256,183556.0042
2257,208851.3058
2258,174473.6777
2259,180498.9453
2260,158650.9663
2261,183406.1416
2262,212065.6073
2263,348870.6829
2264,405580.4548
2265,166526.8974
2266,274158.8854
2267,350548.6613
2268,361291.9303
2269,158113.2837
2270,180372.1773
2271,218483.2601
2272,199882.6373
2273,168923.3556
2274,172427.8529
2275,168401.9982
2276,173290.2464
2277,180136.3746
2278,146222.4954
2279,126752.1182
2280,122054.9287
2281,184920.0341
2282,191159.7392
2283,103669.1616
2284,109529.7923
2285,139058.6563
2286,129797.095
2287,347954.8581
2288,274852.4337
2289,353143.7703
2290,410375.9555
2291,325550.2723
2292,400454.7088
2293,449275.9134
2294,377767.7131
2295,413164.8817
2296,266072.8463
2297,333445.4651
2298,329951.0255
2299,367270.2492
2300,316088.466
2301,298401.9657
2302,247201.5287
2303,237939.5517
2304,241487.394
2305,197664.2637
2306,195994.0684
2307,194769.1171
2308,219848.8357
2309,281419.9032
2310,227131.756
2311,201342.5452
2312,181707.8664
2313,176944.1759
2314,179114.7278
2315,173980.5186
2316,201466.8814
2317,182631.0229
2318,179085.7241
2319,176799.2126
2320,182199.2954
2321,241399.2568
2322,175555.5176
2323,182859.0103
2324,176354.2915
2325,213448.9825
2326,173120.0519
2327,212400.6977
2328,222678.1332
2329,183836.0276
2330,179303.8913
2331,346059.9152
2332,343679.3204
2333,304728.151
2334,265453.833
2335,263098.542
2336,317563.9545
2337,204265.2917
2338,267163.7658
2339,230961.8111
2340,380791.1147
2341,219258.8914
2342,235051.4717
2343,219970.3601
2344,232050.507
2345,236164.6925
2346,212323.2542
2347,201182.6962
2348,230511.2326
2349,182229.005
2350,292282.5741
2351,265022.6604
2352,250349.7472
2353,269959.965
2354,130618.242
2355,148776.4533
2356,158275.3346
2357,200896.9197
2358,205043.2836
2359,126713.0078
2360,122408.2808
2361,139359.7338
2362,264629.5899
2363,144277.9901
2364,158476.4069
2365,217668.2919
2366,190886.4923
2367,218026.1571
2368,204383.3999
2369,215804.0663
2370,171103.9493
2371,172118.2818
2372,194025.2851
2373,242875.8761
2374,274800.1789
2375,247252.0365
2376,259224.4012
2377,294364.0445
2378,146268.3842
2379,191912.8818
2380,145722.1273
2381,162242.5594
2382,198122.2213
2383,209920.4329
2384,236100.7966
2385,159130.8538
2386,142750.5319
2387,136653.2184
2388,115433.0437
2389,133229.3029
2390,147193.8423
2391,139848.0334
2392,116281.8988
2393,160654.3634
2394,149843.2546
2395,190666.6043
2396,150422.6696
2397,198461.7868
2398,128378.3951
2399,74893.40319
2400,74645.96607
2401,116430.8707
2402,138481.747
2403,134385.6354
2404,154858.1969
2405,162230.6757
2406,140045.8219
2407,128453.5167
2408,140917.9158
2409,135635.1874
2410,163413.93
2411,123420.9823
2412,152666.0536
2413,139530.4523
2414,139299.4446
2415,134700.9393
2416,125365.2857
2417,133875.5245
2418,126878.6157
2419,132811.5326
2420,129361.3138
2421,150187.9323
2422,122138.3188
2423,131513.1525
2424,160119.2603
2425,226254.1701
2426,131341.5365
2427,137582.3459
2428,166365.7132
2429,117895.6112
2430,132454.7954
2431,123765.8137
2432,138066.7211
2433,143724.0699
2434,143013.2866
2435,153143.688
2436,115988.9896
2437,113629.0075
2438,126374.7712
2439,115430.0531
2440,122897.6464
2441,106283.5474
2442,105801.8095
2443,119664.6596
2444,129745.6203
2445,91051.81126
2446,136559.7106
2447,195942.3616
2448,151588.8858
2449,116790.062
2450,149325.298
2451,135225.4635
2452,199661.7398
2453,102950.4709
2454,140067.2146
2455,112654.7144
2456,131078.3088
2457,119516.2807
2458,120110.6361
2459,113904.2511
2460,137558.6933
2461,121448.8829
2462,128137.6379
2463,118546.7715
2464,156528.6705
2465,130416.2803
2466,120243.886
2467,147105.0939
2468,101018.8142
2469,93399.59397
2470,179269.2644
2471,177780.2084
2472,164791.295
2473,124173.3936
2474,109724.8731
2475,207749.841
2476,112109.3829
2477,133442.9584
2478,160725.3299
2479,120053.9334
2480,157747.0414
2481,133224.265
2482,133827.7873
2483,117875.4691
2484,128309.5338
2485,127247.6961
2486,156383.402
2487,196474.6102
2488,141492.2161
2489,153730.7699
2490,153340.3352
2491,99737.7023
2492,182914.0992
2493,151328.4766
2494,157231.181
2495,111326.5137
2496,221193.881
2497,142514.5971
2498,119769.1097
2499,103184.1824
2500,142186.4524
2501,133042.4111
2502,135423.8186
2503,109831.7716
2504,186127.7927
2505,221952.3255
2506,254101.1038
2507,303816.179
2508,251169.0353
2509,227393.9848
2510,228377.4744
2511,183753.9206
2512,215397.7202
2513,226188.8437
2514,251595.4568
2515,156041.3473
2516,175199.887
2517,138530.7922
2518,142353.9005
2519,226352.7587
2520,208600.8297
2521,195196.0732
2522,222871.6451
2523,130180.8581
2524,142877.681
2525,145737.5484
2526,136159.2975
2527,121212.7724
2528,128035.9751
2529,131484.1148
2530,125535.2855
2531,246953.7693
2532,229158.2551
2533,204067.7181
2534,246931.2053
2535,280195.8413
2536,228344.8839
2537,222234.304
2538,183720.6979
2539,190148.9316
2540,180686.7099
2541,178482
2542,172872.3192
2543,134014.5978
2544,126280.1507
2545,133916.885
2546,139870.6832
2547,134199.3346
2548,156283.7461
2549,167798.6895
2550,398820.1669
2551,145726.4121
2552,124846.6891
2553,92740.35773
2554,117752.3512
2555,116357.7597
2556,111513.7981
2557,121606.6978
2558,155587.9733
2559,138805.23
2560,131612.7467
2561,130672.0764
2562,130736.457
2563,143091.135
2564,169359.0527
2565,151034.8799
2566,162911.0066
2567,134344.0344
2568,189101.8449
2569,184619.1215
2570,122468.3666
2571,202734.8406
2572,164375.3597
2573,211644.905
2574,276184.4944
2575,130438.2547
2576,126437.9295
2577,158144.1347
2578,98446.6756
2579,84091.69421
2580,134134.1317
2581,132271.3147
2582,123547.964
2583,268665.0839
2584,166605.0188
2585,209802.5658
2586,212454.1555
2587,193862.1713
2588,140106.763
2589,146241.9074
2590,215063.5924
2591,212271.6908
2592,227798.1811
2593,253603.3218
2594,172179.4898
2595,200103.1526
2596,324837.5266
2597,199073.7327
2598,260803.3044
2599,320291.465
2600,169980.6392
2601,148569.2681
2602,88418.27
2603,98463.8427
2604,94523.42381
2605,93060.03429
2606,154116.2163
2607,178910.8958
2608,194574.5457
2609,159435.6179
2610,110566.4086
2611,145311.863
2612,151216.8173
2613,129687.5415
2614,125267.1808
2615,149149.2208
2616,144554.8129
2617,169642.0138
2618,188738.6127
2619,206642.429
2620,182630.5237
2621,187370.9989
2622,190422.0136
2623,244236.4342
2624,290547.9144
2625,296264.6713
2626,171825.418
2627,170593.4967
2628,404329.1541
2629,448654.7613
2630,336684.8635
2631,417349.045
2632,373707.3057
2633,294858.5054
2634,373144.1546
2635,156114.7707
2636,187711.7379
2637,180321.9816
2638,247121.9031
2639,180839.2423
2640,153978.2322
2641,113139.8809
2642,204382.3742
2643,110114.5577
2644,135319.2294
2645,104633.4578
2646,95352.17292
2647,102924.2112
2648,139171.9492
2649,141434.5637
2650,135388.5476
2651,148988.5863
2652,396883.4231
2653,258562.3213
2654,279933.811
2655,366619.4575
2656,306123.5962
2657,311576.1522
2658,286229.3214
2659,302266.2749
2660,333368.9156
2661,340131.9927
2662,355299.4223
2663,280037.3262
2664,283838.1176
2665,320014.2392
2666,292704.3108
2667,170547.0066
2668,177722.1428
2669,181467.8773
2670,275621.6534
2671,176750.3203
2672,181884.7934
2673,210028.1371
2674,210100.3385
2675,171826.4252
2676,185839.5015
2677,198748.4011
2678,250520.185
2679,282181.2863
2680,274540.9159
2681,367265.5679
2682,317489.3588
2683,462482.1211
2684,307772.7346
2685,317167.2003
2686,257958.5913
2687,316058.7094
2688,224375.8314
2689,204394.4062
2690,424576.0963
2691,200722.1514
2692,133000.5838
2693,200349.2735
2694,133911.9272
2695,195643.846
2696,185255.0288
2697,201867.9307
2698,202894.5592
2699,189891.6566
2700,171157.7211
2701,168292.5986
2702,122799.7003
2703,130969.3994
2704,142527.4485
2705,129514.3441
2706,119735.7215
2707,129095.4403
2708,134013.6372
2709,109752.5066
2710,127358.9025
2711,259923.6174
2712,345912.0843
2713,174536.8309
2714,151422.1301
2715,171057.691
2716,162110.4973
2717,192861.4976
2718,237783.2247
2719,157580.6276
2720,166045.3298
2721,143281.3766
2722,164243.0407
2723,150745.2265
2724,128723.5284
2725,135814.8384
2726,145332.5702
2727,172402.7334
2728,168074.6095
2729,156758.2622
2730,141291.5363
2731,122757.6086
2732,122857.5952
2733,157412.8092
2734,149422.2083
2735,134508.3609
2736,147267.0668
2737,125258.6779
2738,137653.8164
2739,159409.8557
2740,139050.6479
2741,145075.6956
2742,154563.3738
2743,150854.1522
2744,146952.5234
2745,137207.4311
2746,133255.5821
2747,155617.9642
2748,129697.3196
2749,134659.2914
2750,135773.0871
2751,133434.375
2752,230923.6573
2753,148689.9575
2754,221478.5788
2755,127275.6913
2756,105484.8879
2757,90332.18909
2758,98752.32895
2759,150730.7247
2760,146361.0984
2761,147607.2661
2762,142975.7963
2763,178187.5984
2764,165265.1788
2765,246998.9672
2766,138215.5446
2767,91461.6081
2768,132562.5534
2769,134190.1454
2770,145441.4657
2771,119005.0978
2772,118063.5938
2773,161961.7446
2774,133633.4665
2775,129521.9362
2776,135570.9558
2777,147857.3755
2778,115218.3178
2779,143061.2667
2780,104684.255
2781,105753.4297
2782,104842.6907
2783,108951.8995
2784,125293.4433
2785,139773.6066
2786,87428.88709
2787,118685.2582
2788,93491.09726
2789,169479.7943
2790,94127.11645
2791,122125.9952
2792,79720.06092
2793,160401.0169
2794,111507.0088
2795,118032.8686
2796,102073.0716
2797,188634.8858
2798,114745.9731
2799,122117.6178
2800,83811.37401
2801,113894.6486
2802,137709.1627
2803,158046.5423
2804,141304.7415
2805,103893.0387
2806,95958.09577
2807,154152.5168
2808,150942.4368
2809,133400.6235
2810,133478.5165
2811,165536.3657
2812,147712.1659
2813,164972.3664
2814,158588.9006
2815,105894.1573
2816,225084.8036
2817,158593.5613
2818,133275.6391
2819,166096.8437
2820,147565.0813
2821,115711.5137
2822,190602.2037
2823,255061.9316
2824,181985.5292
2825,160917.7082
2826,132362.0294
2827,137663.2385
2828,244698.0125
2829,210453.4639
2830,232742.9629
2831,190515.9701
2832,242394.5285
2833,293929.1243
2834,218954.0404
2835,223690.9263
2836,199828.0084
2837,164024.7312
2838,149739.0786
2839,183222.1792
2840,193577.9596
2841,202376.367
2842,223376.1676
2843,147084.292
2844,152788.4175
2845,122319.5878
2846,215046.0656
2847,200503.7415
2848,207103.4674
2849,214109.206
2850,269191.1621
2851,230778.5711
2852,235931.212
2853,234552.4436
2854,140487.0548
2855,204553.6274
2856,211668.6829
2857,188953.2668
2858,197374.1695
2859,146732.2375
2860,127696.9282
2861,135027.2518
2862,201243.2831
2863,127042.5005
2864,248223.4541
2865,145149.5309
2866,133651.7842
2867,100493.355
2868,120879.2814
2869,121537.7276
2870,149083.0979
2871,106218.9997
2872,68880.7653
2873,110369.3855
2874,137626.9987
2875,117787.6654
2876,160314.0674
2877,142518.2565
2878,158969.3674
2879,140653.3522
2880,110279.1367
2881,150423.7547
2882,159727.9403
2883,183611.6846
2884,187793.1483
2885,176220.4054
2886,195315.5851
2887,101978.9352
2888,128124.4885
2889,70106.07992
2890,90553.45516
2891,137589.8139
2892,73460.55999
2893,108052.4747
2894,73917.69722
2895,303984.7637
2896,282915.3733
2897,198961.905
2898,144930.0533
2899,222603.572
2900,156093.6346
2901,198008.6844
2902,195778.8053
2903,343583.4418
2904,339676.1504
2905,119857.6011
2906,203872.2251
2907,118522.1266
2908,127802.4336
2909,147940.1592
2910,84936.72854
2911,89067.33334
2912,152093.1066
2913,89076.4203
2914,88675.57262
2915,90013.62024
2916,87871.40423
2917,162164.5043
2918,119093.4741
2919,226249.893
